ASN,Name,Code
50766,"AKT", RU
50767,"FIBERLINK-", PL
50768,"ICA-NET-", DE
50769,"ULTRAIT- Strada Stejarului Nr 5", RO
50770,"FIBERFT", LB
50771,"GIGALINK-LTD-", RU
50772,"UTT-", UA
50773,"N-ANANA16", GB
50774,"NCM", KW
50775,"_24H_TV", RU
50776,"SYSTEMTELECOM", RU
50777,"SADAPELUB-", PL
50778,"SQLI-", FR
50779,"SOMEI-", FR
50780,"ISP-ETNET-", UA
50781,"ORION_TELEKOM", RS
50782,"COSYS", AT
50783,"JPPOL", DK
50784,"INTRAWEB", CZ
50785,"-NETRICS Switzerland", CH
50786,"EMPIK-", PL
50787,"KRSK-SBIT-", RU
50788,"-Reserved -", ZZ
50789,"AIRONET-", RU
50790,"-Reserved -", ZZ
50791,"MYSEC-", SE
50792,"RET", RU
50793,"BCS-QUIK-", RU
50794,"LEVIRA", EE
50795,"DOTIN", IR
50796,"CLEVERNETWORK-N", FR
50797,"ELIXE-", RU
50798,"ANTON", RU
50799,"REED-BUSINESS", NL
50800,"SCISYSTEMS", DE
50801,"BELL BELL Computer-Netzwerke GmbH", DE
50802,"TELECOMBIS-", RU
50803,"MYLANNET", UA
50804,"BESTLINE-NET-PROTVINO", RU
50805,"EBP", CH
50806,"LCOM-", RU
50807,"INSPIRETEC-N", GB
50808,"TECHCOMUA-", UA
50809,"CMS-", RU
50810,"MOBINNET- 50855 belongs to rqbank that is mobinnet customer", IR
50811,"NYUAD-N", AE
50812,"AXESS-ONLINE", FR
50813,"PAY-AND-SHOP-LIMITED-", GB
50814,"DE-KAT-", NL
50815,"BTC-", SI
50816,"SELLERENGINE", RO
50817,"PITER-IX", RU
50818,"MUONA", FR
50819,"STAR-STORAGE- 8 Dimitrie Pompei, Feper Building, 1st Floor", RO
50820,"BILIA", SE
50821,"HPDC", SE
50822,"OTCNET", RU
50823,"PBXHOSTING", GB
50824,"DEKRA-AG", DE
50825,"UVT", CZ
50826,"MOELIS-AND-COMPANY-UK-LLP", GB
50827,"SPACEDUMP-SPLIT-", SE
50828,"GPEC", PL
50829,"ELPOL-", PL
50830,"FTS-PL-", PL
50831,"ADELINA-", UA
50832,"-Reserved -", ZZ
50833,"FIBERTEL- # upstreams", CZ
50834,"RGES", FR
50835,"EANCENTERTELECOM", US
50836,"NIOPDC", IR
50837,"CLOUDSIGMA-", CH
50838,"MTRONARDI", BE
50839,"SIEX-IXP Southern Internet Exchange - 50839", IT
50840,"-HITME", PL
50841,"QUADHOST", GB
50842,"SECURETECH", UA
50843,"ACUTUS", PL
50844,"EUNICIX- Donetsk, Ukraine", UA
50845,"VERIFONE-EMEA", FR
50846,"AVALAN-", RU
50847,"GLOBALBILGI-1 TOV GLOBAL BILGI", UA
50848,"IRF-", UA
50849,"N-LUGA", CH
50850,"ATN-R-", RU
50851,"VITA-LTD-", RU
50852,"INTERRA-", RU
50853,"SMP-BANK-", RU
50854,"NRMUP-ELECTROSVYAZI-", RU
50855,"RQBANK-", IR
50856,"ININET-", UA
50857,"MACTELECOM- Avenue Louise 326", BE
50858,"SOLUINFO-N", FR
50859,"TATAISENERGO", RU
50860,"CITYADM-", RU
50861,"RZVA-", UA
50862,"HERBALIFE", LU
50863,"CNRG-GROUP-", RU
50864,"TELENET-", UA
50865,"AMIAD", IL
50866,"MFA", BG
50867,"HOSTKEY-RU-", NL
50868,"MNG", IR
50869,"IPNG", CH
50870,"TELEINCOM", RU
50871,"IXBRADFORD", GB
50872,"LOCALHOST", RS
50873,"50873", DE
50874,"KEWILL", NL
50875,"NESS", TR
50876,"KOPERNIKUS-", AT
50877,"AIRBEAM- AIRBEAM", IT
50878,"BCS-QUIK-", RU
50879,"NEW-NET-", UA
50880,"SEVENI-", SA
50881,"ESET-", SK
50882,"MAXNETT", GB
50883,"NTHILL-", IE
50884,"XCHANGENET", RO
50885,"IRKIVC-RZD-", RU
50886,"NETFIL- BULEVARDUL RACOTEANU NR. 163A", RO
50887,"TV-POST- ALEXANDRU CEL BUN, NR.10 SC.A, AP.5", RO
50888,"MINOTAUR-N", GB
50889,"NGN-EMEA", GB
50890,"TIT-", DE
50891,"MOVIEMENT-ND", IT
50892,"SBIX-FRE Securebit Internet Exchange Fremont", CH
50893,"LMLV-", LV
50894,"SPS-", FR
50895,"INIT-TINET", RU
50896,"TELIO-", GB
50897,"-IMTA-BREST IMTA, Campus de Brest", FR
50898,"METROLINE-PL-", PL
50899,"-OLIYNYK", UA
50900,"GETIN-LEING-", PL
50901,"WIREITUP-", NL
50902,"-Reserved -", ZZ
50903,"TRINAPS", FR
50904,"SE-ACON-", SE
50905,"LAND-DATA-", DE
50906,"LUCIAD", BE
50907,"DOGUSYAYIN-", TR
50908,"TIMP-IT", RO
50909,"MEDIAVENETO", IT
50910,"MAINSTREAM-BIRM1- Birmingham", GB
50911,"-ELECTRON", RU
50912,"SYSCOM- Calea Plevnei nr 139B", RO
50913,"SITTNAK-", TR
50914,"SURFTELECOMS", GB
50915,"AU_", KG
50916,"NADYMSS-", RU
50917,"ITWS- IT Workshop LLC network", RU
50918,"FSK-ESS-OJSC-", RU
50919,"INTERWORKS-", GR
50920,"KABEL-BRAUNAU", AT
50921,"HOSTINGROMANIA- Str. Mihail Moxa Nr. 8, Bl. H7, Sc. 1, Ap. 16", RO
50922,"DEWEYLEBOUEF", GB
50923,"METRO-SET- Metroset Autonomous System", RU
50924,"EXAIT-", SE
50925,"GEMERNET", SK
50926,"AXARNET-", ES
50927,"ISP-DELTA-", UA
50928,"SYNTSIB-", RU
50929,"ADVINCED-TECHNOLOGIES-", BY
50930,"REDINET", GB
50931,"HAMET-", AT
50932,"MESH-DIGITAL", DE
50933,"XAMINE-", DE
50934,"BNTU-OF-MANAGEMENT-", BY
50935,"INTERNATIONAL-HOSTING-SOLUTIONS- Singapore route", GB
50936,"GUTTERESO-", CY
50937,"TES-", RO
50938,"BA-TELEMACH-GLOBAL-", BA
50939,"SPACE-", RO
50940,"COMOTI-", RO
50941,"VARGONEN", TR
50942,"AVDEEV-", RU
50943,"HHLA-", DE
50944,"CIMEC- former Institutul de Memorie Culturala", RO
50945,"ICEPRONAV-", RO
50946,"MOTEL-", RU
50947,"GNRU-", RU
50948,"AMDOCS-UK-DC-", GB
50949,"AGRONET-RU-", RU
50950,"ITSC- str. D. Viilor, 362", MD
50951,"ISR-TRANS-", RU
50952,"DATAIX- Peering Ltd.", RU
50953,"KONFER", SK
50954,"EYONA", FR
50955,"AHOST-", RU
50956,"KYIVLINK", UA
50957,"MEMSET", GB
50958,"WINTERNET", RU
50959,"BEEONLINE-", AZ
50960,"APPLIWAVE", FR
50961,"OBC", AE
50962,"ROVENTA__", LT
50963,"INFRALY", CH
50964,"KIVBF-", DE
50965,"LEONHARD-KURZ-STIFTUNG", GB
50966,"INTERCOM-TECHNOLOGY", RU
50967,"XTOM-CANADA", CA
50968,"HOSTMTER-", MD
50969,"GROUPE-OCI", FR
50970,"SMANET- Oltului, Nr 13 Bl D8a, Sc. 1, Ap. 7", RO
50971,"JHCOMP-", CZ
50972,"JAMIEOLIVER", GB
50973,"VODAFONE-AL-N", AL
50974,"EDICIONES-EL-PAIS-", ES
50975,"AVX_", CZ
50976,"MSW-MD-", MD
50977,"ESYCOR- SPAIN", ES
50978,"BEZI-", DE
50979,"ITL-LV", UA
50980,"NET3", CZ
50981,"KMSINET-", UA
50982,"AMDM", FR
50983,"APT-", RO
50984,"BUSINESS-PLUS-", RO
50985,"-Reserved -", ZZ
50986,"EXCELLENT-HOSTING", SE
50987,"ITRES-N", PL
50988,"BGWM_", PL
50989,"SITABINFRA-NORDIC-", NO
50990,"SPIRU-HARET-", RO
50991,"URGENT-CURIER-", RO
50992,"-Reserved -", ZZ
50993,"ZD-NET", PL
50994,"E-SBL-", PL
50995,"IBM-IL-N", IL
50996,"AMDOCSCYLIM", CY
50997,"NETSPRING-", CH
50998,"UGR-", BE
50999,"KAUST-1", SA
51000,"CRISPLANT", DK
51001,"CIELO", IT
51002,"G-NET", RS
51003,"SKYLINE-NET", RU
51004,"SCTS-", RU
51005,"FOURDINTERACTIVE", GB
51006,"ANTDC", BE
51007,"MEDIAPRO-", ES
51008,"RS", RU
51009,"NICOS-MSK Nicos Autonomous System", RU
51010,"NAPR-", GE
51011,"P-T-K-", RU
51012,"RU-URALPROMSERVICE-", RU
51013,"WEBSUPPORT-SRO-SK-", SK
51014,"JDC-", MD
51015,"IP-ANDREEV-", RU
51016,"-UNLIMITED", UA
51017,"NETHONNUN", IS
51018,"IQ-7NETLAYERS-", IQ
51019,"PROCATEL", RO
51020,"-Reserved -", ZZ
51021,"MAVI", TR
51022,"FMS-", DE
51023,"OFM-", GB
51024,"OLISAT-", RO
51025,"CONNECT-", CZ
51026,"MOBININFRTRUCTURE", IR
51027,"N-TATINF", RU
51028,"SVOLS-", RU
51029,"ANTIBIOTICE- Str. Valea Lupului, Nr. 1", RO
51030,"SKYVISION", NL
51031,"NRJNET- Moscow, Russia", RU
51032,"NEVOD-", RU
51033,"YMPTO", HU
51034,"DSI-E DSI Edge ", RU
51035,"UFA-", RU
51036,"ZPPMT-", RU
51037,"CDKTELECOM-", RU
51038,"HCL", FR
51039,"VEI-", RU
51040,"PIRATE- Piratpartiet North Korea", SE
51041,"LANAMAR", RU
51042,"KLIMOVSK-", RU
51043,"Aspire Technology Solutions", GB
51044,"RHE RHE-NET", JP
51045,"FIBERLAN", BG
51046,"SOYAK", TR
51047,"TURTLE-NET", GB
51048,"NEXT-CONNEX", GB
51049,"PKA-", GB
51050,"H4HOSTING-", NL
51051,"SARATOVGOV-", RU
51052,"MOJUPERNOVA", RS
51053,"BGF-", DE
51054,"TRANSCOM-", RU
51055,"BRIDGEP-", GB
51056,"-INETEHNO", MD
51057,"42ONE", FR
51058,"RDNS- RDNS Networks", DE
51059,"BRIGHTBOX-", GB
51060,"LANDTECH-", PL
51061,"NETBARISTA-INFRA", FR
51062,"ENO-", NL
51063,"FUJITSU", GB
51064,"GITD-", PL
51065,"PSADORE-", IT
51066,"AUSTROCONTROL-", AT
51067,"IT-SERVICE", RU
51068,"AGANET", PL
51069,"DNEPRONET", UA
51070,"TOKS-", RU
51071,"SIBTELEKOM-", RU
51072,"AVERTUE-", RO
51073,"AARHUS-KOEBMANDSSKOLE", DK
51074,"MABNA", IR
51075,"INNOTIP", FR
51076,"-Reserved -", ZZ
51077,"PTS-NET", RU
51078,"ZIOSTING", FR
51079,"MOKADI", PL
51080,"NCAP-KW NBK Capital  number", KW
51081,"TETRON-", RU
51082,"A1NX", GB
51083,"GRENODE", FR
51084,"IDEA-LTD-", RU
51085,"UBIFRANCE-MRS- DES ENTERPRISES EPIC", FR
51086,"SCATPLUS-", RU
51087,"NET-AUTOBANK-AG", DE
51088,"A2B", NL
51089,"SALTYFISHCLOUD", GB
51090,"AM-TLD-", AM
51091,"ATOM86", NL
51092,"TVIPMEDIA", RU
51093,"VMCITY", RU
51094,"HIDROELECTRICA", RO
51095,"E1TURKEY EdgeUno Turkey", US
51096,"MOKK- Hungarian Chamber of Civil Law Notaries Magyar Orszagos Kozjegyzoi Kamara", HU
51097,"BNG", NL
51098,"ROSA- Mendeleev 21-25", RO
51099,"BLUEPINK- BLUEPINK HOSTING SRL", RO
51100,"KIER", GB
51101,"REWOLUCJA-NET", PL
51102,"IMPATT- Mihai Viteazu nr 6 D3, 1, 26", RO
51103,"EDS-", EE
51104,"AZYL-PL-", PL
51105,"STACKSCALE", ES
51106,"IGS-", RU
51107,"DOMENAI", LT
51108,"NETWORK-ONE-DISTRIBUTION-", RO
51109,"CAMELHOST-", LV
51110,"IDOMTECHNOLOGIES-", FR
51111,"MAG-", PL
51112,"OSS-LTD-", GE
51113,"ELEKTA- Global Network Services for Elekta AB", GB
51114,"MBK-NETWORKS-", DE
51115,"PMBK-", RU
51116,"MTS-ANAPA-", RU
51117,"DANAFLEX-NANO-NET", RU
51118,"HLT-", RU
51119,"TCI", IR
51120,"UOLK-", HU
51121,"FOBOSS-NET", UA
51122,"SITRONICS-", UA
51123,"GOLDMAN-", IL
51124,"ITPLUS-UA-", UA
51125,"SVOD-INT-", RU
51126,"DESTEK-TUREV", TR
51127,"LNET-", DE
51128,"LGSI-", FR
51129,"OPTOTORG-", RU
51130,"JN-", IR
51131,"DDOS-MITIGATION-NETWORK", DE
51132,"ARKADEN", SE
51133,"MEDIAGRAND-", RU
51134,"INTACTO-", CZ
51135,"UPC-", NO
51136,"HCFBANK", RU
51137,"VVS-MBH_", DE
51138,"INTERROS-", RU
51139,"CAATCSERVIZI-", IT
51140,"-Reserved -", ZZ
51141,"BEM_AUTSYS Republic of Moldova", MD
51142,"EXPRESSNETWORK", GE
51143,"INFORMATIKA", SI
51144,"MTSRETAIL-", RU
51145,"LOGOSK-", RU
51146,"ARO_", PL
51147,"DELTATELECOM", RU
51148,"ROBCOM", PL
51149,"SY365-", NL
51150,"ENERGBANK-N", MD
51151,"COMENERSOL-", ES
51152,"VALMESA-", ES
51153,"INFKOM-", UA
51154,"PCLOUD", CH
51155,"TBTELECOM", PL
51156,"ONGNET-", RU
51157,"KONFITEL-", UA
51158,"MTREND-", RU
51159,"THINKSYSTEMSUK-N", GB
51160,"PSPAY-", DE
51161,"AKTIA-", FI
51162,"PFNB-", KZ
51163,"SWISSCOM-SECOND-NET", CH
51164,"CYBERCOM-FI Knowit Cloud Partnerships Oy", FI
51165,"SCBK-", RU
51166,"IXARIS-MT-", MT
51167,"CONTABO", DE
51168,"RUSTELEKOM-", RU
51169,"VOP-", DE
51170,"NORDEA", RU
51171,"VALICOM-", PT
51172,"DOMREG-UNI-", LT
51173,"PBB", IE
51174,"ENERJISA-", TR
51175,"MULTIPLAYPL-", PL
51176,"MAGELLAN-", DE
51177,"THCPROJECTS", RO
51178,"AVANTEL-SPB- St.Petersburg branch", RU
51179,"VIOTOP- Zambilelor, nr. 6. 60, Ansamblul Ramuri Tei.", RO
51180,"LANET-KL", UA
51181,"SIBSAU-NET", RU
51182,"UAEU", AE
51183,"ACOMPS-NET", RU
51184,"FONIRA", AT
51185,"ONECOM-", GB
51186,"ITAR-TS-", RU
51187,"HABAU-", AT
51188,"CRESCOM- Helsinki, Finland", FI
51189,"SHARCOM-", BG
51190,"PIRANYA-", RU
51191,"XIRRA", DE
51192,"PLATINUMTELCO-", KZ
51193,"INBANK- Moscow, Russia", RU
51194,"VIK-TELE-", UA
51195,"BITTNET- Bittnet Systems SA", RO
51196,"GOLDTELECOM", BG
51197,"CAMELOTUA- Mukachevo, Ukraine", UA
51198,"DREAMSERV", GB
51199,"TECHNOTEK", RU
51200,"DIDI-", RU
51201,"-AMJ", DE
51202,"TPG- Matei Basarab Bl 30, Sc. B, Ap. 39", RO
51203,"BM5-", PL
51204,"UNIREA-SHOPPING-CENTER", RO
51205,"OMNI-", GB
51206,"THY", TR
51207,"FREEM", FR
51208,"LSB-", PL
51209,"RN-GOSA", RU
51210,"KRAXNET-", CZ
51211,"TRANSNET", CZ
51212,"TELECOMSBROKER-", GB
51213,"KATREN-", RU
51214,"VIKS-NET", RU
51215,"SSB-AG", DE
51216,"ORBITA-TV-NET", UA
51217,"JONHEINZ", DE
51218,"51218", RU
51219,"CROC_INC", RU
51220,"PINPINTEL", FR
51221,"LMAX-HOSTING", GB
51222,"CMC-MARKETS-PLC", GB
51223,"TELEALHAMA", ES
51224,"LINKLAB-", DE
51225,"ARMIX", AM
51226,"IPTECH-", RU
51227,"SOKOLOVA", UA
51228,"CENBANK", CY
51229,"UPSYSTEMS-NET", RU
51230,"CIFRABAR-", RU
51231,"CP-OR", FR
51232,"FOXCONN", HU
51233,"IT-3DA", IT
51234,"FIALKA", CZ
51235,"ADG-", IR
51236,"OLIMPKZ-NET", KZ
51237,"ACTION2019-", PL
51238,"KRNODAR-RN-INFORM- Branch in Krasnodar", RU
51239,"TRACTEBEL-", RO
51240,"DEDEMAN- AL TOLSTOI NR3", RO
51241,"IRPOST-TEH Iran Post Company-Tehran DataCenter", IR
51242,"AMEROPA-REISEN", DE
51243,"SHOPINVEST-N", FR
51244,"BENGA-", RO
51245,"-CIT-RU", CZ
51246,"RVTV", MD
51247,"INTERNETHOSTING-", LT
51248,"HOST-TELECOM", CZ
51249,"SILKO-", LV
51250,"PRIMEX-", UA
51251,"N-ATEA-", DK
51252,"DSSGROUP-", UA
51253,"POTAPOV-", UA
51254,"1-GIANTS", KW
51255,"MTIKPRO-", RU
51256,"OEZ-", RU
51257,"CERIZ", FR
51258,"MIST-", UA
51259,"PIXEL-", AZ
51260,"ACTISENS Poitiers, France", FR
51261,"SHOOTERS-PL Shooters.PL Autonomous System", PL
51262,"INTERNETGROUP", CH
51263,"COUNTYBB", GB
51264,"KS--1", UA
51265,"MSRESPONSE-2 Mass Response Service GmbH", AT
51266,"BRVZ-", AT
51267,"INTERLINK-", MD
51268,"LATPTABANKA  LPB Bank", LV
51269,"HEXATOM", FR
51270,"LOCCITANE-", FR
51271,"EXAT-", RU
51272,"GENSYS-N", PL
51273,"-SKYNET-", UA
51274,"ABNN", IR
51275,"VIACOMKFT", HU
51276,"BUDOVIT", BY
51277,"OSTROWSKI-", PL
51278,"IGNUM-ANYCT- Czech Republic", CZ
51279,"SUTYRIN", UA
51280,"51280", IR
51281,"COUNTRY-TELECOM-", RU
51282,"EPIKRON- EPIKRON QA SRL", RO
51283,"PWC-", RU
51284,"DISTRIBUTIE-ENERGIE-OLTENIA 2 Brestei Street", RO
51285,"IT-", RU
51286,"CDNOKRU- CDN OK.", RU
51287,"BLOGTV", IL
51288,"WEB3TEL-", RU
51289,"SKYDNS-", RU
51290,"HOSTEAM-", PL
51291,"ISTOK-", RU
51292,"SANOMA-INDEP-MEDIA", RU
51293,"OCEANTELECOM-NET", RU
51294,"HUBARA", ES
51295,"DEM-SI-", SI
51296,"MEDIAN-", IS
51297,"ALPARI", VC
51298,"VVT", RU
51299,"RGTN", NL
51300,"FTALP-", IT
51301,"_SYSPERTEC", FR
51302,"-Reserved -", ZZ
51303,"WARSAW", GB
51304,"ZORAN", IL
51305,"TPV-POLSKA-", PL
51306,"UAIP-", UA
51307,"APICA", SE
51308,"SIBTELECOM-", RU
51309,"INTERFAX", RU
51310,"MATRONIX-", PL
51311,"NS", FI
51312,"WITCOM", IT
51313,"HIGHLANDWIRELESS", GB
51314,"TEVIANT- JSE Teviant", UA
51315,"LEBEDIN-NET", UA
51316,"EKATERINBURG", RU
51317,"-Reserved -", ZZ
51318,"STANDARD-CHARTERED-BANK-", GB
51319,"KAJONET", FI
51320,"WIRELESSLOGIC-UK", GB
51321,"ALB", TR
51322,"F-", RO
51323,"WAN-PWPW", PL
51324,"EXARING EXARING AG", DE
51325,"ROMTRU- Str. Biharia, Nr. 67-77", RO
51326,"W3TEL-", FR
51327,"ACADEMY", TM
51328,"CJBN", RO
51329,"CONNET-", GB
51330,"CONNET-", GB
51331,"MODERNTV", CZ
51332,"CONNET-", GB
51333,"ARCOLINK-N Arcolink Telecomunicazioni S.r.l.", IT
51334,"VSMPO-", RU
51335,"NBS", FR
51336,"GEMZO", PS
51337,"DEBACOM-N", PL
51338,"LPG", LV
51339,"ARKTIKA", RU
51340,"THA-", KZ
51341,"GCS-", RU
51342,"HACHN-", AM
51343,"FORCELINE- Forceline ISP", RU
51344,"IDMSUEDTIROL-", IT
51345,"EDIVIA", FR
51346,"TOJIKTELECOM-", TJ
51347,"CDR-51347", LV
51348,"AORS-", RU
51349,"EIS-", EE
51350,"TECHNIKUM-WIEN-", AT
51351,"CLSWIRE-", CY
51352,"VLSU-", RU
51353,"INTRINO-", PL
51354,"AM-TLD-ANYCT-", AM
51355,"TORKANET", IR
51356,"SKN--SG Soon Keat Neo", SG
51357,"SMARTCOM", UA
51358,"RADIOACTIVE-", BG
51359,"TRIAR-", UA
51360,"CEB-", RU
51361,"ALARMNET-N", TR
51362,"OPERADORA-GREDOS", ES
51363,"TELEPATIYA-NET", KZ
51364,"CUST2102- Glockengiesserwall 3", DE
51365,"BELINVESTBANK-", BY
51366,"FR-CANALP-", FR
51367,"UA-OPTOLAN-", UA
51368,"CAPTECH", SE
51369,"FIORD-RU-", RU
51370,"INTERLINK Interlink Internet Exchange - Peering Autonomous System", AQ
51371,"ENETAM", CZ
51372,"ORANGE-", RU
51373,"TELKONEKT- TELKONEKT Autonomous System", PL
51374,"UNICORN-SYSTEMS-", BG
51375,"VIVA", BH
51376,"MOBIDENGI", RU
51377,"COMYS", DK
51378,"KLINIKUM", DE
51379,"TCON- Straubinger Str. 2", DE
51380,"GREY- --Downstrem--", UA
51381,"ELITETEAM-PEERING-AZ1", SC
51382,"COMANET-NETWORK", CZ
51383,"SGROUP", BG
51384,"GENDALF-", RU
51385,"LEVERATE", IL
51386,"BA-TELEMACH", BA
51387,"POTOTSKA", UA
51388,"MARSAT-LT-", LT
51389,"SEVENGIS-", RU
51390,"MTMINFO-", PL
51391,"TOMMY-BOWDITCH", GB
51392,"FUSIONED", GB
51393,"SOFTOMZ-", PL
51394,"AKHANET-", PL
51395,"-SOFTPLUS", CH
51396,"GOODNET-", RU
51397,"BHNEFT-", RU
51398,"CONCEPT-ELECTRONICS- Calea Victoriei, Nr 155 D1", RO
51399,"PL-FIBERWAY-", PL
51400,"SPOJENET", CZ
51401,"PERDATA", DE
51402,"COM-IN COM-IN Telekommunikations GmbH 51402", DE
51403,"CCADE", HU
51404,"EULEX-", EU
51405,"VOIPGATE", LU
51406,"INFON-LIMITED-", GB
51407,"MADA-", PS
51408,"SIRIUS-", RU
51409,"SIPSYNERGY", GB
51410,"51410", RU
51411,"AFRA-RA Afra-Rasa", IR
51412,"ENDEMOL", NL
51413,"WK-KAERNTEN", AT
51414,"STELMET-SA", PL
51415,"ES-TECHCO-SECURITY-1", ES
51416,"ENISEYNET-KR-", RU
51417,"TBITS-NET-", DE
51418,"KRAYINVESTBANK-", RU
51419,"IBT", RU
51420,"CYRILEK-", CZ
51421,"THURNER-", AT
51422,"SEQUITOR-ENGINEERING-", SE
51423,"SOLO", CH
51424,"AGNET", CZ
51425,"VANMEIJEL", NL
51426,"TELEPORT", PL
51427,"RAEX-", RU
51428,"IRONNET-", CZ
51429,"BABC-BH-", BH
51430,"ALTUS", NL
51431,"IR-AVABARID-", IR
51432,"BEEVPN", DK
51433,"IATECH-DC-CUSTOMER", IR
51434,"MERCATOR-CG- Put Radomira Ivanovica 2", SI
51435,"TURKISHYATIRIM", TR
51436,"IDEALAN-", PL
51437,"GLAVNIVZ", RU
51438,"BOLY", HU
51439,"CHARTIS-UK-SERVICES-LTD", GB
51440,"CALLU", PS
51441,"AGRICOVER-", RO
51442,"STREAMTELECOM-", RU
51443,"ITLOGIC", RU
51444,"IT-LITE-NET", RU
51445,"SYZYGY-UK-N", GB
51446,"KATTELECOMNET", RU
51447,"ROOTLAYERNET", BD
51448,"URALCABELNETS", CZ
51449,"KTUO-", CZ
51450,"INNOCARD-", CH
51451,"MOJUPERNOVA", RS
51452,"KLARNA", SE
51453,"EMERION- powered by ANX", AT
51454,"CRIF-", AT
51455,"INTESPACE", FR
51456,"KAPITAL-SVYAZ-", RU
51457,"CONECTAWIRELESS", ES
51458,"GLECCCL", FR
51459,"MANHATTAN", FR
51460,"SINA-", IR
51461,"ARKA-UNIVERSAL-IMPEX", RO
51462,"RTL-BELGIUM-SA-", BG
51463,"FAJNCOM", CZ
51464,"IBANK2", RU
51465,"COMPSERWIS-", PL
51466,"BRIDGESTONE-EUROPE-", BE
51467,"GEGENBAUER- Germany", DE
51468,"ONECOM", DK
51469,"PETIAK", IR
51470,"VELPHARM-", RU
51471,"RUSSKIY-ALCOGOL-", RU
51472,"AIF", RU
51473,"MAXISAT-", FI
51474,"MEDIATREND", RO
51475,"FGVFO-", UA
51476,"REN", TR
51477,"TKANDALAKSHA-", RU
51478,"BFATELECOM", RU
51479,"CONNET-", GB
51480,"N-SKY-BETS-SPORT", RO
51481,"MAXNET-", GE
51482,"BANEDANMARK-", DK
51483,"SG SaSG GmbH &amp; Co. KG", DE
51484,"BLOKOWE", PL
51485,"BLINK", HR
51486,"GRAO-", BG
51487,"DONNALIVE-", ES
51488,"GARANTTELESETI-", RU
51489,"UK-TS-", GB
51490,"PROPER-", GB
51491,"SYSGROUP-WALES", GB
51492,"AQUILIUS", DE
51493,"E-HEALTH National eHealth Operator", AM
51494,"ELMA-", RU
51495,"AGTS-", TM
51496,"ADVAOPTICAL-MUC", DE
51497,"INNOVA-", LU
51498,"CONNET-", GB
51499,"INTERMATICA-", IT
51500,"SERVISNET-", UA
51501,"KHD-", RU
51502,"UNIFARM-", IT
51503,"DGT-UZ-", UZ
51504,"TELSET", EE
51505,"VALARTIS", AT
51506,"SVIAZ-SERVICE-NET", RU
51507,"INTELLEKT", RU
51508,"SHEF-", FI
51509,"NEO-", SI
51510,"DFDS-", DK
51511,"TRADE-EXPRESS-", UA
51512,"DNB_ISRAEL", IL
51513,"KLIMAWENT", PL
51514,"SPOTLER Spotler Network", NL
51515,"VEGA-NET-", RU
51516,"FEXCO", IE
51517,"ARCADIS-", PL
51518,"KAFA-NET- RU", UA
51519,"BAHNFLOW Bahnflow AB", SE
51520,"RH", RU
51521,"KMNET", CZ
51522,"ONLINE", RU
51523,"GYMN-PERSPEKTIVA-", RU
51524,"NETDELUXE", CZ
51525,"ITLTD", CZ
51526,"IXLEEDS", GB
51527,"AUTOEVER-EUROPE", DE
51528,"CENTR-", UA
51529,"AARERZ", CH
51530,"FREE-IX", CH
51531,"DECIX-MGMT- DE-CIX Management GmbH", DE
51532,"TEVIA-", RU
51533,"TURKISHBANK", TR
51534,"ORION-CITY-", UA
51535,"SEVER-TELECOM", RU
51536,"GAZPROMBANK-KRNOYARSK-", RU
51537,"A3-", GR
51538,"TEKCOM", RU
51539,"N-AUIS-NET", IQ
51540,"DALNET-N", TR
51541,"IR-SEPEHRAVA", IR
51542,"TA Toos Ashena", IR
51543,"SAMARA-TTK", RU
51544,"T-SYSTEMS-FRANCE-", FR
51545,"ZSAH", GB
51546,"Qavat AB - Sweden", SE
51547,"GARTEL-", RU
51548,"DOLPHNET", LV
51549,"SAHARAPCC-", SA
51550,"VIACLOUD_SIP", BH
51551,"CAPITA-", GB
51552,"GORINFOSET", RU
51553,"TELECOMPLUS", GB
51554,"POGC", IR
51555,"-Reserved -", ZZ
51556,"NELLENBURG-", AT
51557,"TR-ISIMTESCIL-20201202", TR
51558,"SMTLB-", SK
51559,"NETINTERNET Netinternet Bilisim Teknolojileri ", TR
51560,"GRESCHITZ", AT
51561,"-ICUK", GB
51562,"ALMAZOVCENTRE", RU
51563,"FITZISP-", GB
51564,"TWW-HU01", HU
51565,"SI-HC-CENTER", SI
51566,"TURKPATENT-", TR
51567,"MESSER-IS", DE
51568,"MEDIACAFE", RO
51569,"FIBERING", IT
51570,"SPB-", RU
51571,"-Reserved -", ZZ
51572,"CERULEAN", GB
51573,"XLAB-", SI
51574,"FTPATH1", GR
51575,"YURTICI-KARGO-NET", TR
51576,"IPBROADCT-", DE
51577,"STYRIA_", HR
51578,"IT-VEGA", RU
51579,"CORP-PARTNER-", RU
51580,"TIMENET-", IT
51581,"PROFONIKA-", BG
51582,"DCC-", BG
51583,"KTS-", RU
51584,"ZEPTER", BY
51585,"ACIBADEM-N", TR
51586,"OTKRYTIE-", RU
51587,"DRW-ISRAEL", IL
51588,"SESAN", FR
51589,"FAITH-N FAITH Autonomous System", PL
51590,"ARONET-", PL
51591,"SHTODA-", UA
51592,"SVIFTTELECOM", RU
51593,"GEOLIFE-", RU
51594,"AURIGA", SE
51595,"ITELLIGENCE-DK-", DK
51596,"RUSTEKO-", RU
51597,"FTTELECOM-", UA
51598,"-NEHLSEN", DE
